x,y,r,g,b
50,36,197,188,191
101,12,193,177,203
201,7,241,222,224
57,22,195,213,189
268,15,225,179,163
177,11,219,208,238
79,16,209,108,174
168,7,237,226,232
44,40,162,153,156
143,40,204,192,196
25,10,184,150,138
195,28,228,229,221
101,23,242,227,250
128,38,215,203,207
12,37,158,149,152
67,11,218,230,208
28,38,165,156,159
36,2,178,163,160
299,8,172,164,162
3,34,164,155,158
67,8,144,169,139
32,14,226,196,196
24,23,195,158,149
217,31,220,167,153
180,34,233,221,225
17,0,139,131,128
154,18,235,161,198
5,31,175,179,178
1,13,189,166,160
284,35,171,162,165
175,32,240,228,232
79,20,224,133,194
150,30,244,228,239
208,9,225,229,212
163,13,188,200,212
278,37,166,157,160
165,6,233,228,225
100,18,195,181,196
49,39,173,164,167
192,10,213,229,216
242,23,193,171,174
226,17,245,229,230
135,35,233,221,225
153,3,220,211,212
249,5,197,191,191
161,38,219,207,211
51,2,181,168,175
145,18,219,116,120
87,26,247,230,238
61,24,156,188,151
80,15,210,172,195
269,27,225,198,187
140,19,239,128,144
86,20,255,213,245
47,10,220,205,212
158,18,251,219,255
35,0,161,146,141
273,33,193,184,187
285,4,166,153,160
299,5,157,149,147
210,26,222,223,205
257,22,198,85,103
88,28,247,220,227
243,29,229,213,214
61,40,175,166,169
87,10,246,222,238
284,34,175,166,169
142,30,252,224,236
231,10,234,218,219
51,33,212,203,206
149,36,230,215,220
67,10,182,200,174
48,3,187,172,179
149,23,227,226,231
107,18,187,173,188
80,23,222,206,209
192,8,235,246,238
64,20,243,228,233
234,24,217,189,185
234,34,218,202,202
104,5,224,211,220
254,12,209,167,171
192,33,235,223,227
279,17,237,202,182
173,13,230,234,243
166,5,225,224,220
215,27,241,231,219
20,25,213,201,179
198,30,230,225,221
242,33,216,207,210
77,26,214,175,196
259,31,177,220,210
110,14,241,230,226
201,8,241,225,226
45,3,186,180,184
170,33,239,227,231
83,35,220,208,212
172,15,167,201,211
85,37,211,199,203
55,23,233,236,227
230,11,238,222,223
27,20,225,208,201
269,3,175,163,173
155,16,208,137,181
49,7,218,197,202
22,31,199,193,195
170,27,182,219,225
84,20,248,212,238
157,0,202,186,189
299,29,184,175,178
74,22,232,212,213
50,31,208,215,199
247,3,192,183,186
209,28,240,228,216
38,6,202,186,186
23,40,148,139,142
213,14,191,200,179
70,2,201,184,192
20,1,151,142,143
97,14,240,229,225
166,33,243,231,235
3,27,178,121,130
205,6,234,215,219
265,29,240,191,212
82,15,227,204,222
47,34,203,194,197
58,0,172,164,161
176,5,245,213,228
177,20,176,136,206
233,3,202,194,192
231,16,227,211,214
117,14,234,170,142
173,15,189,218,222
135,40,202,190,194
161,21,196,199,234
106,10,230,215,236
179,16,202,203,231
62,9,161,170,151
95,12,255,223,244
33,19,230,196,194
125,8,247,226,223
106,1,202,190,190
124,5,228,219,224
251,34,204,195,198
205,31,251,225,228
257,3,179,176,185
174,35,233,221,225
124,0,194,192,197
297,32,176,161,166
265,12,219,188,186
19,38,156,147,150
37,28,222,212,203
105,13,192,175,207
104,17,230,216,229
149,32,240,225,230
253,28,230,214,215
116,26,214,183,178
0,26,230,169,176
22,21,195,166,168
54,26,232,222,230
286,31,187,177,167
165,39,206,194,198
193,15,252,201,208
148,0,202,194,191
258,24,178,92,103
144,22,255,218,229
298,28,189,177,179
9,14,192,201,184
59,7,210,210,198
44,13,229,210,216
248,9,215,201,200
54,29,234,214,226
44,37,185,176,179
91,6,241,205,219
174,15,204,228,228
61,23,185,217,180
190,2,214,202,206
281,14,176,191,148
46,20,238,205,214
76,9,241,200,218
137,9,228,125,146
292,8,105,86,88
257,13,151,41,44
130,31,251,223,222
273,7,194,182,184
190,15,221,124,159
257,10,172,96,108
191,28,244,198,209
96,26,201,187,202
225,27,252,223,217
190,27,238,183,189
159,30,242,191,232
15,39,149,140,143
85,19,250,198,236
53,18,233,226,208
233,37,200,192,189
121,17,229,191,182
130,18,229,182,164
237,3,199,191,189
13,1,138,143,139
191,32,240,228,232
291,6,162,148,148
100,4,221,209,213
155,22,198,144,168
155,32,202,175,184
154,30,231,163,202
63,0,178,173,167
209,35,219,212,219
175,36,227,215,219
285,39,145,136,139
29,3,176,160,161
277,8,191,180,178
37,22,238,221,214
66,4,200,202,189
290,10,133,106,111
287,11,169,203,168
2,33,169,160,163
103,39,201,189,193
273,18,210,169,137
269,8,204,188,191
149,5,233,226,220
196,4,228,207,214
139,34,236,224,228
299,30,181,172,175
186,3,223,206,214
295,18,195,176,178
21,33,188,179,182
123,23,211,169,157
279,16,220,187,168
84,37,210,198,202
278,30,211,182,187
62,20,229,244,225
208,30,248,227,222
151,20,255,215,228
119,39,207,195,199
21,5,176,166,164
34,8,177,153,151
123,35,233,221,225
39,6,202,186,187
106,18,189,175,190
115,5,240,215,208
191,19,255,205,210
205,38,207,195,199
224,39,197,186,184
18,14,196,131,151
284,36,168,159,162
282,12,163,183,146
66,40,177,168,171
205,39,201,189,193
57,31,234,205,225
128,39,211,199,203
100,13,199,184,203
132,15,200,194,160
40,2,176,166,165
149,33,240,225,230
192,17,233,226,210
54,9,187,173,170
34,19,234,205,201
128,7,242,204,201
214,21,204,233,213
277,21,215,145,120
230,22,228,212,215
292,29,101,75,76
15,0,119,140,131
265,31,222,195,214
282,6,179,170,173
172,30,229,237,226
116,19,217,177,165
42,37,184,175,178
3,25,150,74,84
50,34,206,197,200
243,11,233,219,216
169,33,239,227,231
39,12,202,180,183
189,31,230,227,234
134,9,255,208,204
118,33,237,225,229
195,4,228,207,214
79,10,217,148,193
271,34,188,179,182
246,15,189,155,156
221,17,248,228,227
94,24,239,208,239
77,28,241,214,223
281,11,191,197,171
189,1,201,195,199
131,6,232,222,213
237,13,191,172,174
30,3,176,160,161
273,14,215,152,135
265,37,175,166,169
99,14,211,198,208
143,0,222,180,190
236,23,255,227,219
196,27,255,211,219
101,26,242,228,243
12,8,160,100,110
253,40,165,156,159
76,28,243,220,228
201,34,230,218,222
85,31,231,229,232
274,31,199,200,204
267,23,232,200,177
134,7,242,217,212
277,13,206,176,152
252,30,224,208,209
272,26,182,159,127
176,20,220,171,250
205,26,214,110,135
72,39,189,180,183
260,34,197,188,191
130,36,227,215,219
74,29,240,228,232
218,31,226,164,149
78,0,176,177,179
2,24,192,127,133
238,29,235,222,229
97,37,216,204,208
244,8,213,208,205
198,33,235,223,227
13,36,164,155,158
92,17,224,167,199
135,7,249,213,213
269,7,199,186,193
163,20,144,188,201
258,35,194,185,188
17,38,155,146,149
4,9,145,58,77
83,3,205,201,202
62,31,232,221,219
175,38,215,203,207
287,34,172,163,166
242,10,232,225,219
295,0,126,121,118
89,13,233,178,207
267,3,180,170,171
234,13,200,181,183
276,15,201,157,132
18,34,179,170,173
196,13,255,210,218
251,24,233,213,215
187,31,225,240,235
256,14,173,53,54
116,36,227,215,219
112,22,255,213,199
72,20,217,218,202
239,34,210,201,204
23,21,177,153,149
225,30,234,189,170
74,26,249,235,235
233,19,225,207,207
238,31,218,210,221
19,9,207,181,182
187,9,237,232,226
177,29,245,228,234
115,39,207,195,199
42,19,194,172,174
28,31,196,200,201
280,39,151,142,145
128,5,229,220,215
288,23,225,195,195
43,25,212,193,195
283,23,160,175,152
261,27,213,177,187
134,35,233,221,225
33,17,207,173,171
7,14,224,175,178
189,29,249,228,235
81,37,208,196,200
80,16,213,131,193
216,26,247,229,225
261,12,247,186,193
65,9,159,178,156
186,30,227,237,229
238,1,180,175,172
105,5,224,211,220
145,19,232,145,151
16,25,179,148,145
212,19,165,185,160
271,14,212,160,138
54,18,232,232,208
11,16,185,218,207
229,13,244,225,227
56,19,202,212,185
250,12,207,171,173
69,24,175,200,161
2,21,179,135,136
267,28,218,202,202
180,2,210,206,205
247,20,125,98,103
186,28,245,226,220
74,4,207,197,196
72,15,235,227,216
157,36,233,210,218
124,28,237,215,217
243,1,182,167,174
0,25,230,171,175
47,38,178,169,172
164,7,243,227,228
117,15,240,176,148
34,15,227,199,198
98,13,235,223,225
170,35,233,221,225
227,1,186,181,178
71,39,189,180,183
230,6,218,208,207
10,12,199,185,176
197,25,235,105,139
281,18,209,209,181
155,10,204,138,166
27,25,231,157,148
67,36,208,199,202
177,4,236,210,219
178,0,183,196,186
52,23,239,226,233
282,9,174,176,163
271,27,220,162,158
241,19,179,152,157
145,6,253,201,205
214,31,224,208,192
96,34,230,218,222
111,7,236,224,224
172,8,249,222,227
105,37,219,207,211
123,38,215,203,207
51,28,228,222,222
126,2,223,203,196
274,4,171,165,169
275,30,209,194,199
284,39,146,137,140
8,35,162,153,156
122,0,187,193,205
296,16,203,187,188
174,5,226,221,215
102,17,235,221,234
90,20,215,136,181
61,36,203,194,197
251,23,243,221,224
196,37,219,207,211
7,30,194,173,178
224,31,207,161,138
80,18,213,143,193
147,0,194,199,192
111,15,246,235,229
281,20,212,208,181
65,11,224,230,218
259,26,149,104,107
27,22,237,218,212
258,25,166,80,93
268,2,170,159,163
72,38,196,187,190
127,17,216,178,169
184,15,194,126,127
29,33,196,187,190
167,5,224,225,220
83,2,197,193,192
58,24,192,210,188
36,3,180,165,162
41,24,231,217,216
201,2,208,199,204
245,13,240,214,213
240,0,178,161,169
131,11,204,155,141
70,30,232,226,228
20,9,203,178,174
21,21,228,193,199
180,7,235,214,223
51,1,174,163,169
160,3,217,216,214
63,40,176,167,170
26,1,155,149,151
95,32,238,226,230
276,36,173,164,167
137,12,239,120,142
171,9,249,221,235
151,3,221,213,211
272,23,241,197,150
35,5,197,179,175
22,28,210,193,173
242,32,220,211,214
102,0,195,184,182
143,12,252,226,227
29,16,235,156,143
143,5,248,213,219
221,8,234,219,226
196,2,212,199,206
62,0,176,171,165
299,37,150,138,142
112,29,245,226,230
38,12,215,190,193
232,8,227,213,213
111,18,242,228,243
212,38,196,193,200
284,30,192,196,182
10,18,180,214,198
36,18,236,211,207
240,19,193,166,171
266,29,220,197,207
198,28,233,224,219
167,18,251,224,243
128,13,250,153,146
278,13,207,187,160
115,6,240,212,201
229,20,244,232,236
174,10,255,219,226
231,28,248,220,216
264,27,240,143,174
255,33,207,198,201
61,33,218,209,212
246,10,234,219,216
191,18,253,200,206
222,10,240,223,233
144,32,236,227,230
113,8,244,220,218
249,32,214,205,208
250,36,195,186,189
214,26,218,227,210
68,4,199,199,189
114,5,235,219,219
226,36,221,196,191
124,8,238,223,228
220,11,241,226,233
87,3,208,202,204
218,9,234,222,224
55,3,194,185,186
212,10,176,180,165
280,20,222,201,174
281,17,205,208,179
225,9,234,220,220
194,27,248,205,212
23,34,182,173,176
184,35,230,218,222
268,32,202,193,196
163,36,229,217,221
263,34,195,186,189
244,14,245,219,218
235,13,190,171,173
239,1,180,175,172
192,1,203,190,197
194,36,225,213,217
151,19,255,215,232
233,16,200,185,188
103,13,211,194,230
243,37,193,184,187
194,12,241,223,219
163,27,114,188,191
172,33,239,227,231
43,12,215,196,202
89,25,230,182,206
111,40,200,188,192
212,4,216,204,208
238,19,199,178,177
14,29,200,195,192
68,22,222,243,210
40,12,174,152,155
188,0,192,190,193
126,35,233,221,225
73,22,202,195,185
125,0,201,190,188
212,23,167,191,167
255,4,189,183,185
100,26,240,226,241
244,32,218,209,212
227,13,246,227,229
89,18,222,133,181
39,10,181,161,163
74,37,205,196,199
199,20,201,98,117
95,38,207,195,199
241,8,218,217,213
253,20,250,223,228
158,10,240,176,210
289,8,141,121,123
249,20,178,151,156
142,11,254,196,208
134,20,255,211,206
221,0,186,174,176
165,35,237,225,229
230,32,228,197,194
290,15,214,179,186
203,21,223,190,185
112,8,242,224,224
87,23,248,215,234
89,12,233,180,208
210,3,215,200,207
222,31,210,174,142
241,0,178,161,169
296,5,159,149,148
174,26,230,229,237
79,2,196,194,195
173,40,202,190,194
27,10,193,158,156
28,5,195,169,172
89,16,216,119,170
73,21,211,202,193
93,33,234,222,226
97,36,222,210,214
294,7,161,147,147
263,38,170,161,164
173,34,237,225,229
90,31,255,222,226
100,37,216,204,208
47,29,234,209,215
19,19,238,167,183
168,25,182,181,212
15,33,181,172,175
262,37,179,170,173
223,27,246,225,220
244,35,204,195,198
131,19,208,170,151
195,25,255,185,214
72,26,226,230,216
181,24,250,211,229
67,21,228,237,216
94,21,248,219,250
23,8,165,141,131
104,40,196,184,188
116,1,214,195,189
0,15,181,192,175
105,11,199,183,210
221,25,251,225,238
199,34,231,219,223
124,35,233,221,225
133,5,230,227,220
137,5,239,223,223
3,21,144,83,90
0,2,154,131,137
156,29,211,144,185
116,35,230,218,222
187,26,255,214,216
213,26,191,206,185
137,38,216,204,208
103,12,194,177,211
53,5,204,192,194
122,5,222,220,231
263,21,223,131,144
147,14,253,208,202
210,7,224,221,214
284,13,104,146,98
278,4,171,162,167
213,39,191,188,195
288,8,164,144,146
201,11,247,204,211
229,30,233,197,185
216,33,224,197,188
86,34,226,214,218
188,16,255,147,164
72,25,207,214,196
213,20,177,207,183
93,16,237,202,224
237,4,204,196,194
12,28,207,157,168
260,25,202,160,162
280,34,180,171,174
214,16,202,228,203
101,10,204,189,210
86,9,239,227,237
164,29,155,208,214
274,17,236,190,164
288,38,152,141,145
69,37,203,194,197
221,5,218,206,210
96,21,215,200,221
225,28,255,223,211
239,31,216,210,220
186,34,233,221,225
56,2,191,183,181
179,40,200,188,192
91,30,255,218,222
48,35,201,192,195
126,22,231,189,175
295,30,178,159,161
3,7,180,139,145
295,17,192,173,175
135,14,255,205,197
8,10,162,96,106
100,31,237,226,224
240,27,217,198,200
181,16,218,221,214
146,5,245,220,216
85,22,248,230,244
274,36,175,166,169
250,40,167,158,161
289,35,174,159,164
260,11,249,186,194
192,4,228,207,214
21,9,200,173,164
85,8,228,226,231
28,19,223,199,189
202,19,179,93,104
42,15,179,158,163
273,15,234,169,151
189,38,213,201,205
30,0,147,144,139
204,23,249,186,194
136,29,248,228,229
189,16,215,125,137
79,9,219,157,194
156,30,198,129,173
270,35,183,174,177
18,30,202,190,204
123,25,194,157,149
156,14,201,158,186
79,40,184,175,178
95,14,255,217,240
111,1,205,192,199
299,19,201,192,195
29,10,202,165,173
151,18,255,211,228
82,28,241,229,233
94,32,238,226,230
187,18,226,81,96
116,16,211,174,165
242,25,180,160,162
239,15,207,187,189
212,39,191,190,198
238,33,216,205,209
79,23,213,140,186
262,24,248,164,179
48,8,228,205,211
6,6,173,142,147
14,13,207,137,147
89,24,233,180,208
78,12,208,133,190
264,20,210,112,125
156,11,208,143,175
12,16,199,210,206
85,13,241,230,244
198,15,194,94,118
5,8,158,84,99
196,22,166,111,116
135,22,255,195,203
297,12,194,180,180
74,24,236,220,220
299,12,189,181,179
298,11,186,176,175
266,21,235,183,169
80,3,221,189,200
254,9,220,198,200
206,30,227,230,223
58,9,210,211,197
12,3,153,148,145
121,3,213,213,223
115,10,205,157,137
223,19,242,229,236
239,37,190,190,188
268,7,199,186,193
179,22,212,187,227
182,27,220,181,186
283,22,159,177,151
118,30,244,229,236
204,0,184,185,187
287,26,167,167,157
266,19,234,174,164
70,29,234,230,227
167,13,147,181,209
65,16,255,214,255
273,3,167,161,163
210,12,203,217,191
46,6,205,194,200
114,14,233,181,160
101,35,226,214,218
180,33,237,225,229
269,33,196,187,190
187,35,230,218,222
46,4,192,186,190
132,0,218,182,196
52,20,235,221,218
156,40,204,192,196
240,38,186,177,180
273,40,150,141,144
12,22,231,191,189
186,27,255,219,217
223,13,246,226,238
74,16,255,223,232
274,3,167,161,163
114,37,221,209,213
55,38,184,175,178
132,5,229,226,219
42,13,188,167,172
270,13,220,173,155
198,3,221,204,210
86,13,249,231,247
153,31,255,196,230
147,16,230,134,136
119,20,244,202,190
118,14,226,168,146
169,29,235,226,245
9,29,212,166,177
165,19,215,235,246
108,35,228,216,220
204,8,233,223,222
117,29,248,229,233
165,2,217,207,206
170,3,217,213,210
126,32,240,228,232
29,5,197,168,173
147,19,232,167,171
193,36,225,213,217
66,14,238,227,225
26,37,171,162,165
224,20,239,229,237
84,13,238,227,241
74,14,251,221,233
250,7,209,199,198
229,0,178,173,170
19,36,169,160,163
34,22,242,214,210
147,21,255,224,229
115,9,213,170,153
34,5,196,177,173
129,1,218,197,206
34,35,187,178,181
37,10,211,190,189
157,7,234,197,215
150,10,238,155,173
244,19,239,212,217
122,17,252,214,205
162,40,204,192,196
76,5,224,205,209
139,1,200,202,199
284,38,153,144,147
74,36,211,202,205
34,29,217,198,191
72,24,185,193,172
106,15,190,174,201
260,14,216,131,134
273,32,198,189,192
199,29,224,224,216
30,1,158,153,149
132,37,221,209,213
59,9,194,198,183
193,34,231,219,223
208,25,229,218,200
286,40,137,128,131
156,15,203,164,191
210,23,212,216,193
104,33,235,223,227
156,35,245,219,228
103,24,243,228,249
237,27,206,185,184
148,34,236,224,228
211,19,184,192,171
135,37,221,209,213
57,15,187,188,172
226,0,180,175,172
96,22,207,192,215
231,20,231,215,216
145,7,251,178,187
108,4,223,211,215
6,20,226,166,176
56,29,240,217,233
44,3,187,178,181
151,7,241,221,222
175,6,237,224,216
237,19,200,179,178
22,34,182,173,176
286,7,175,169,169
59,37,194,185,188
5,1,127,132,128
295,23,196,177,179
165,27,162,216,228
189,28,255,221,227
112,36,227,215,219
85,18,224,163,207
82,1,195,180,183
16,26,198,180,170
163,1,209,197,201
56,10,219,215,204
203,4,227,206,213
75,29,243,227,230
52,6,209,194,197
15,18,213,149,166
280,9,192,188,177
251,21,246,221,225
102,21,195,180,201
87,31,237,222,225
227,26,248,227,224
236,36,202,197,194
70,3,202,192,193
184,25,210,141,144
25,31,210,188,191
299,11,185,177,175
173,30,248,229,222
112,18,255,223,212
86,12,247,230,246
13,25,170,86,99
217,23,242,229,236
52,33,213,204,207
209,20,238,219,204
168,10,244,230,255
262,23,252,172,183
242,21,193,168,172
171,27,185,236,231
177,19,173,133,203
287,23,195,205,194
10,30,205,174,182
97,21,197,182,203
139,15,241,147,165
29,31,188,208,206
267,32,203,194,197
221,20,245,227,239
205,30,239,231,228
283,0,140,131,132
114,39,207,195,199
67,13,236,234,222
96,11,242,231,227
295,19,197,178,180
24,31,209,189,191
295,25,193,174,176
139,9,218,108,135
160,24,222,226,255
293,40,130,121,124
196,20,182,73,94
170,31,233,228,235
236,38,183,184,179
93,30,252,224,220
145,25,237,231,241
188,36,227,215,219
295,16,190,171,173
206,31,246,230,230
50,29,218,220,209
175,33,239,227,231
26,39,158,149,152
118,27,251,223,222
229,27,249,221,217
16,14,144,75,104
139,32,238,226,230
70,28,226,229,218
131,14,198,168,140
207,24,233,114,142
9,26,158,76,90
140,13,255,186,202
7,5,168,154,153
236,27,202,181,178
52,24,235,222,231
273,35,180,171,174
88,25,245,211,228
219,35,233,206,195
89,20,243,164,209
5,14,195,107,123
166,6,233,227,227
152,18,255,206,232
174,31,255,214,214
274,33,192,183,186
50,17,194,166,163
223,9,237,220,230
70,11,172,185,155
97,18,225,211,226
183,17,247,187,177
286,39,144,135,138
185,34,233,221,225
144,31,252,225,230
129,30,255,220,224
238,35,205,199,199
113,36,227,215,219
165,18,207,235,239
266,28,228,188,199
147,3,215,216,208
0,24,221,171,172
245,8,218,213,210
195,17,244,152,165
67,31,228,216,216
239,18,227,208,210
164,5,225,224,219
21,29,208,204,193
16,30,200,176,198
269,21,224,202,161
138,17,206,94,106
238,32,221,209,213
158,31,219,162,205
182,39,207,195,199
241,6,207,203,202
57,39,177,168,171
14,8,207,122,141
210,18,222,209,193
123,7,234,227,235
86,21,255,218,244
171,19,167,205,216
278,40,146,137,140
61,20,225,240,219
12,11,189,136,142
278,0,148,139,140
228,31,211,172,155
18,31,207,192,213
215,18,218,239,220
34,2,175,160,155
127,8,246,212,202
124,34,237,225,229
68,33,221,212,215
97,33,235,223,227
47,26,184,157,164
261,30,193,214,215
56,4,192,184,181
198,22,208,145,153
245,28,239,223,224
154,28,219,158,191
294,36,158,146,150
270,37,172,163,166
82,23,239,230,231
178,11,219,207,231
150,33,241,224,230
114,23,230,188,176
280,30,202,191,187
170,26,149,192,198
173,0,203,188,195
185,12,251,218,209
223,22,240,228,248
41,36,190,181,184
57,25,222,230,219
46,8,217,204,211
251,0,166,155,161
38,39,167,158,161
293,4,161,153,151
192,25,242,147,169
111,6,233,221,223
159,29,254,207,243
237,31,221,211,220
23,9,167,139,127
88,18,240,154,203
202,6,239,216,222
18,19,215,125,151
82,13,252,229,247
95,36,222,210,214
250,20,229,202,207
191,29,254,222,235
210,16,233,215,203
145,9,224,126,139
178,7,231,207,223
234,18,237,221,222
9,0,140,124,127
148,9,218,138,151
121,4,218,217,225
6,1,129,131,128
161,8,245,213,214
43,21,187,165,168
270,18,214,151,120
2,29,198,171,176
68,20,230,237,221
115,1,208,197,195
136,31,227,222,219
116,37,221,209,213
162,12,230,218,228
154,23,221,169,191
212,15,171,184,158
226,20,242,231,239
182,34,233,221,225
213,29,238,237,219
27,0,146,140,140
8,25,178,98,109
280,36,172,163,166
127,15,217,174,165
18,10,211,178,185
31,24,223,195,184
180,31,252,222,222
86,16,232,152,203
231,31,237,208,200
189,14,249,163,190
261,2,172,167,161
140,15,255,193,204
3,13,155,82,93
293,8,128,112,113
30,28,219,184,178
292,31,69,43,44
22,39,153,144,147
39,33,203,194,197
4,2,137,139,136
205,0,184,184,186
122,11,247,232,239
154,21,225,167,192
282,14,144,172,124
164,10,245,221,237
190,12,251,202,221
241,32,220,211,214
241,40,172,163,166
198,25,212,81,115
297,30,187,172,175
9,5,174,158,158
5,5,164,153,151
111,2,214,201,208
33,23,237,209,205
276,35,178,169,172
106,11,220,205,228
217,35,231,208,200
288,26,203,173,173
228,23,241,229,233
255,1,170,161,166
168,19,251,217,242
158,35,244,217,226
165,14,144,185,207
83,12,242,228,243
129,10,229,148,145
148,36,228,216,220
251,32,213,204,207
200,21,241,191,192
100,6,228,215,224
73,35,215,206,209
153,15,255,181,214
215,33,227,204,196
11,24,213,146,153
85,14,232,220,234
113,1,196,200,212
70,39,189,180,183
99,4,220,208,212
168,35,233,221,225
126,31,239,223,233
190,25,222,140,146
18,21,226,140,175
263,40,158,149,152
5,2,133,139,135
127,39,211,199,203
81,9,240,212,227
247,32,217,208,211
241,36,202,193,196
75,21,253,212,230
112,12,255,226,217
275,16,240,188,167
257,17,183,76,104
230,39,185,177,174
198,40,194,182,186
93,31,247,220,213
78,23,210,141,185
218,38,202,190,190
272,3,168,162,164
137,1,198,207,202
178,21,170,141,197
57,35,205,196,199
190,30,246,229,239
48,0,168,157,165
100,28,244,231,238
233,13,218,199,201
53,16,221,215,193
68,32,225,216,219
20,7,188,175,169
54,27,232,219,228
154,3,222,213,214
20,34,181,172,175
87,6,226,213,220
133,2,224,205,211
131,30,243,232,226
100,15,192,177,196
185,31,225,237,227
30,26,213,149,140
208,39,198,198,208
76,0,178,176,181
119,23,255,214,202
265,22,222,137,140
113,33,237,225,229
285,27,159,163,149
220,1,193,181,183
173,4,219,218,213
247,18,125,98,103
293,17,100,79,78
263,11,221,186,192
94,16,240,222,238
61,14,215,231,205
60,39,179,170,173
85,10,234,226,237
103,23,240,225,248
51,34,207,198,201
167,4,220,221,215
241,17,192,163,168
150,0,213,184,189
283,1,146,137,138
252,23,246,224,227
248,22,122,97,101
169,31,247,222,243
233,6,217,207,206
124,24,207,167,157
274,12,215,167,153
22,16,199,155,126
161,13,218,219,223
180,38,213,201,205
100,3,217,205,209
127,12,234,194,184
241,22,185,160,164
219,32,214,179,160
2,19,180,133,143
180,32,240,228,232
28,15,212,186,185
154,1,223,194,199
274,25,220,173,143
49,20,205,173,186
101,27,242,229,239
50,4,198,183,190
43,20,187,162,166
201,38,207,195,199
64,36,206,197,200
75,15,254,209,238
56,31,236,207,229
148,5,237,224,218
100,9,227,213,226
244,16,237,208,213
156,4,225,221,222
50,26,227,216,224
18,4,168,163,160
81,1,201,176,182
106,27,242,229,239
159,5,237,220,230
259,23,224,174,173
269,15,210,162,142
217,2,206,191,196
148,13,232,159,166
44,20,192,165,170
126,30,241,226,233
25,40,148,139,142
259,38,172,163,166
62,19,236,242,232
8,40,134,125,128
44,29,232,213,215
287,20,196,211,192
172,14,184,211,222
236,30,232,219,226
193,2,215,198,206
84,35,221,209,213
213,13,193,201,180
150,19,255,212,221
237,39,175,177,172
61,11,168,180,158
246,33,213,204,207
11,17,183,215,202
148,25,226,237,239
16,27,206,196,187
161,20,191,194,227
235,17,234,219,222
79,17,204,103,169
73,8,234,231,216
250,38,179,170,173
195,27,255,216,223
195,33,235,223,227
218,15,239,229,230
295,26,191,172,174
92,24,223,171,207
214,6,222,212,211
149,16,201,124,132
81,24,228,218,217
188,25,255,181,187
186,22,236,105,113
86,14,238,220,236
102,15,220,203,237
220,24,249,220,238
123,26,197,166,161
135,23,255,195,206
8,39,141,132,135
161,24,189,213,241
163,25,98,175,181
2,4,148,144,141
165,9,242,219,235
102,30,241,229,229
142,40,204,192,196
104,13,195,178,214
258,39,166,157,160
264,17,225,107,131
57,19,177,190,164
295,11,172,153,155
43,28,230,216,216
64,22,232,242,218
80,29,249,215,231
256,39,167,158,161
267,14,235,195,183
79,12,228,148,211
156,26,212,158,184
153,12,255,179,212
197,16,198,90,106
43,27,224,208,209
262,16,246,163,183
293,9,101,81,83
61,30,230,219,217
55,15,232,224,213
128,20,254,207,191
281,39,150,141,144
202,17,252,198,198
17,3,162,157,154
176,11,235,224,255
98,15,226,214,216
131,40,202,190,194
117,17,235,197,188
31,26,208,149,141
170,2,215,205,204
246,28,226,210,211
260,16,226,193,200
109,2,213,201,205
167,8,247,231,242
297,15,198,184,184
197,31,242,224,224
40,27,224,217,211
248,19,116,89,94
193,17,254,227,218
76,1,188,183,189
269,17,213,157,130
17,23,176,108,131
246,38,182,173,176
251,38,178,169,172
139,36,228,216,220
216,38,201,192,195
154,39,213,198,203
265,38,168,159,162
140,35,233,221,225
151,1,223,194,199
102,32,238,226,230
12,33,178,169,172
40,0,160,150,149
252,29,224,208,209
37,32,208,199,202
207,36,222,210,214
230,14,241,222,224
29,6,200,167,174
234,35,211,200,198
123,16,255,225,216
134,22,255,206,209
117,7,245,206,189
178,24,170,137,184
96,24,185,170,191
77,33,226,217,220
108,28,242,229,236
258,9,209,151,163
34,21,245,217,213
226,37,213,192,187
167,35,227,215,219
191,24,219,132,138
29,19,219,205,196
282,38,156,147,150
206,3,217,200,206
137,31,245,226,230
220,37,213,194,188
163,31,163,196,203
274,27,196,167,151
244,6,205,201,200
85,23,240,230,238
177,12,224,204,241
113,19,253,213,201
146,22,250,225,231
262,1,164,158,146
44,10,221,204,210
154,5,227,227,227
180,14,244,201,221
64,40,176,167,170
204,30,247,227,228
298,2,141,133,131
118,23,255,217,205
214,37,208,199,202
131,25,196,167,159
261,3,179,174,170
8,4,162,154,152
184,4,231,208,216
270,29,220,201,195
95,2,196,205,200
143,38,216,204,208
171,24,136,189,195
126,14,235,198,190
94,36,222,210,214
114,15,236,181,161
224,5,216,206,205
139,11,255,130,160
71,20,216,224,201
121,22,218,176,162
13,20,228,196,197
138,39,213,201,205
244,38,183,174,177
16,18,198,88,115
93,10,241,202,223
299,6,164,156,154
51,25,236,223,233
152,23,251,219,234
235,25,207,180,173
292,2,142,137,134
40,35,195,186,189
104,11,183,167,196
51,16,197,175,164
168,6,230,226,225
195,37,219,207,211
87,36,218,206,210
8,23,234,178,181
91,9,212,163,185
85,3,200,204,203
103,15,241,223,255
122,12,246,229,235
65,15,245,224,231
241,39,179,170,173
2,15,162,128,126
78,39,193,184,187
54,5,204,194,193
18,28,199,196,187
111,5,228,216,218
87,13,254,225,245
245,40,169,160,163
117,39,207,195,199
237,34,212,202,203
287,40,136,127,130
167,20,247,210,241
194,6,231,219,221
111,33,235,223,227
95,3,202,208,206
88,29,248,223,227
263,35,191,182,185
53,1,176,165,169
28,3,175,159,160
88,0,189,177,179
70,15,229,231,210
